model,harness,task,verdict,totalTimeS,agentTimeS,rounds,tokTotal,tokIn,tokOut,cacheRead,cacheWrite,costUSD,insertions,deletions,firstPromptTokens,expertActive,expertJudgments,expertSilences,expertSteers,expertAccepted,expertRejected,expertStaleDrops,expertErrors,expertPromptTokens,expertCachedTokens,expertCompletionTokens
deepseek-v4.1-flash,niffler,t11-asyncbugs,pass,17.6,17.4,1,17863,2615,784,14464,0,0.000000,6,4,1867,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,niffler,t12-refactor,pass,8.9,8.7,1,17098,2601,673,13824,0,0.000000,2,4,1873,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,niffler,t13-batchrename,pass,34.5,34.2,1,105148,12263,2901,89984,0,0.000000,27,27,1889,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,niffler,t14-todosweep,pass,31.7,31.6,1,37748,3985,2019,31744,0,0.000000,18,0,1882,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,niffler,t15-pollstats,pass,117.7,117.4,1,299451,12690,14889,271872,0,0.000000,1,0,1894,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,niffler,t16-apisum,pass,102.5,101.2,1,52939,4685,1662,46592,0,0.000000,23,0,1896,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,niffler,t17-doccheck,pass,64.5,64.1,1,95972,3460,8032,84480,0,0.000000,205,0,1974,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,niffler,t18-lruttl,pass,18,17.7,1,34389,3620,2353,28416,0,0.000000,127,12,1881,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,niffler,t19-tokbucket,pass,28.2,28.1,1,23238,3101,1449,18688,0,0.000000,28,13,1859,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,niffler,t20-jsonpatch,pass,53.4,53.3,1,159288,6570,9998,142720,0,0.000000,187,10,1877,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,niffler,t21-wireproto,pass,33.3,33.1,1,42654,4202,3764,34688,0,0.000000,67,8,1860,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,niffler,t22-cronnext,pass,25.2,25.2,1,44252,4847,4461,34944,0,0.000000,109,12,1878,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,niffler,t23-mergesched,pass,31.7,31.5,1,43490,3489,3265,36736,0,0.000000,77,4,1858,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,niffler,t24-editops,pass,80,79.9,1,273411,7274,13337,252800,0,0.000000,119,11,1870,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,niffler,t25-shardmap,pass,60.5,59.1,1,30373,3511,1774,25088,0,0.000000,81,16,1874,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,niffler,t26-logfilter,pass,42,41.9,1,77138,7173,9037,60928,0,0.000000,256,4,1846,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,niffler,t27-tarpeek,pass,119.2,118.2,1,535863,14060,15819,505984,0,0.000000,99,1,1873,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,niffler,t28-docbackfill,pass,152.6,152.3,1,217298,15262,10804,191232,0,0.000000,18,9,1928,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,niffler,t29-logrollup,pass,105.9,105.8,1,40709,3922,1971,34816,0,0.000000,436,0,1913,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,niffler,t30-ifacedrift,pass,24.3,24.2,1,72958,7714,2780,62464,0,0.000000,48,48,1911,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t01-roman,pass,7,6.9,1,10622,2767,559,7296,0,0.000772,13,1,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t02-jsonrepair,pass,13,12.9,1,18481,2694,2091,13696,0,0.001700,89,1,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t03-ringbuffer,pass,12.7,12.3,1,15349,2508,1065,11776,0,0.001051,17,4,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t04-csvbugfix,pass,10.3,10.3,1,16629,3125,960,12544,0,0.001082,3,3,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t05-todostore,pass,9,8.9,1,15492,2956,888,11648,0,0.001011,16,4,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t06-stackvm,pass,31.7,31.6,1,48953,6524,7613,34816,0,0.005651,144,36,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t07-validate,pass,12.4,12.4,1,19837,3084,2161,14592,0,0.001803,11,6,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t08-logsum,pass,21.2,21,1,39846,4031,3047,32768,0,0.002531,75,5,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t09-poolrace,pass,11.2,11.1,1,16901,3160,1197,12544,0,0.001230,7,4,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t10-iniparse,pass,17.8,16.5,1,24376,3137,1911,19328,0,0.001675,6,5,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t11-asyncbugs,pass,8.8,8.7,1,11131,2814,1533,6784,0,0.001362,6,5,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t12-refactor,pass,6.9,6.9,1,12352,2737,783,8832,0,0.000907,2,4,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t13-batchrename,pass,6.2,6.1,1,13993,3648,617,9728,0,0.000947,27,27,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t14-todosweep,pass,9.6,9.6,1,13064,2874,1102,9088,0,0.001120,18,0,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t15-pollstats,pass,9.6,9.3,1,17703,2734,889,14080,0,0.000986,1,0,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t16-apisum,pass,10.3,9.2,1,13899,2663,612,10624,0,0.000799,21,0,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t17-doccheck,pass,29.9,29.9,1,62976,4152,4808,54016,0,0.003670,55,0,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t18-lruttl,pass,12,12,1,20358,4015,2135,14208,0,0.001926,101,12,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t19-tokbucket,pass,11.4,11.3,1,22694,3897,1773,17024,0,0.001699,29,11,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t20-jsonpatch,pass,40.7,40.6,1,76010,5913,9041,61056,0,0.006495,230,10,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t21-wireproto,pass,12.6,12.5,1,21270,4228,2322,14720,0,0.002072,65,8,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t22-cronnext,pass,22.5,22.4,1,32511,4898,4573,23040,0,0.003548,101,12,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t23-mergesched,pass,24.4,24.3,1,29273,3589,4820,20864,0,0.003493,74,4,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t24-editops,pass,39,38.9,1,56520,4844,8540,43136,0,0.005980,127,11,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t25-shardmap,pass,11.2,11.1,1,17577,3704,1457,12416,0,0.001467,83,16,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t26-logfilter,pass,38.9,38.9,1,50236,7313,9003,33920,0,0.006601,230,4,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t27-tarpeek,pass,36.6,36.2,1,67562,8302,7548,51712,0,0.005929,76,3,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t28-docbackfill,pass,10,9.9,1,24274,6096,1154,17024,0,0.001658,18,9,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t29-logrollup,pass,5.5,5.5,1,9028,2648,620,5760,0,0.000786,436,0,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4.1-flash,pi,t30-ifacedrift,pass,10.3,10.2,1,27934,6087,983,20864,0,0.001565,48,48,,false,0,0,0,0,0,0,0,0,0,0
