model,harness,task,verdict,totalTimeS,agentTimeS,rounds,tokTotal,tokIn,tokOut,cacheRead,cacheWrite,costUSD,insertions,deletions,firstPromptTokens,expertActive,expertJudgments,expertSilences,expertSteers,expertAccepted,expertRejected,expertStaleDrops,expertErrors,expertPromptTokens,expertCachedTokens,expertCompletionTokens,run
deepseek-v4-flash,pi,t15-pollstats,pass,10.7,10.3,1,19907,2661,734,16512,0,0.002052,1,0,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
deepseek-v4-flash,pi,t16-apisum,pass,9.4,8.1,1,11239,2284,507,8448,0,0.001461,9,0,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
deepseek-v4-flash,pi,t17-doccheck,pass,16,15.9,1,25824,3094,1354,21376,0,0.003018,48,0,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,codewhale,t01-roman,pass,31.6,31.5,1,28030,19961,325,7744,0,0.000000,20,1,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,codewhale,t02-jsonrepair,pass,169.3,169.2,1,164636,86471,4693,73472,0,0.000000,109,1,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,codewhale,t03-ringbuffer,pass,33.4,32.6,1,40005,21026,483,18496,0,0.000000,16,4,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,codewhale,t04-csvbugfix,pass,27.8,27.7,1,29567,20839,344,8384,0,0.000000,3,3,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,codewhale,t05-todostore,pass,25.5,25.3,1,41580,22047,653,18880,0,0.000000,17,4,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,codewhale,t06-stackvm,pass,242.6,242.5,1,304006,158156,8122,137728,0,0.000000,176,68,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,codewhale,t07-validate,pass,41.9,41.8,1,38004,22520,1020,14464,0,0.000000,22,11,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,codewhale,t08-logsum,pass,29.9,29.5,1,32133,22480,565,9088,0,0.000000,54,2,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,codewhale,t09-poolrace,pass,23.3,23.1,1,28125,19805,384,7936,0,0.000000,4,1,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,codewhale,t10-iniparse,pass,41.8,39.6,1,51767,28807,816,22144,0,0.000000,6,5,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,codewhale,t11-asyncbugs,pass,38.8,38.5,1,32312,22423,801,9088,0,0.000000,6,10,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,codewhale,t12-refactor,pass,29.1,29,1,27733,21036,425,6272,0,0.000000,2,4,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,codewhale,t13-batchrename,pass,15,14.7,1,18438,10183,191,8064,0,0.000000,27,27,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,codewhale,t14-todosweep,pass,49.7,49.6,1,50088,31605,1011,17472,0,0.000000,18,0,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,codewhale,t15-pollstats,pass,28.3,27.9,1,36850,21064,362,15424,0,0.000000,1,0,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,codewhale,t16-apisum,pass,60.5,59.3,1,29570,20830,228,8512,0,0.000000,17,0,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,codewhale,t17-doccheck,pass,638.4,332,2,149643,91420,5295,52928,0,0.000000,134,0,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,niffler,t01-roman,pass,22.7,22.3,1,9166,3179,227,5760,0,0.000000,13,4,2793,false,0,0,0,0,0,0,0,0,0,0,full17-flat2-fc2f5d4
glm-5.3-flash,niffler,t02-jsonrepair,pass,63.4,63.3,1,35441,11314,1727,22400,0,0.000000,49,10,2835,false,0,0,0,0,0,0,0,0,0,0,full17-flat2-fc2f5d4
glm-5.3-flash,niffler,t03-ringbuffer,pass,40.9,36.9,1,18355,2378,809,15168,0,0.000000,13,4,2809,false,0,0,0,0,0,0,0,0,0,0,full17-flat2-fc2f5d4
glm-5.3-flash,niffler,t04-csvbugfix,pass,19,18.9,1,13752,2036,196,11520,0,0.000000,3,3,2766,false,0,0,0,0,0,0,0,0,0,0,full17-flat2-fc2f5d4
glm-5.3-flash,niffler,t05-todostore,pass,24,23.7,1,13589,4038,399,9152,0,0.000000,16,4,2751,false,0,0,0,0,0,0,0,0,0,0,full17-flat2-fc2f5d4
glm-5.3-flash,niffler,t06-stackvm,pass,64.5,64,1,43305,10788,2437,30080,0,0.000000,144,64,2792,false,0,0,0,0,0,0,0,0,0,0,full17-flat2-fc2f5d4
glm-5.3-flash,niffler,t07-validate,pass,33.4,33.2,1,18801,4363,614,13824,0,0.000000,11,10,2762,false,0,0,0,0,0,0,0,0,0,0,full17-flat2-fc2f5d4
glm-5.3-flash,niffler,t08-logsum,pass,55.9,55.4,1,43978,7370,1088,35520,0,0.000000,59,4,2758,false,0,0,0,0,0,0,0,0,0,0,full17-flat2-fc2f5d4
glm-5.3-flash,niffler,t09-poolrace,pass,63.1,61.4,1,21185,2089,472,18624,0,0.000000,4,1,2777,false,0,0,0,0,0,0,0,0,0,0,full17-flat2-fc2f5d4
glm-5.3-flash,niffler,t10-iniparse,pass,43.6,41,1,27483,8189,414,18880,0,0.000000,6,5,2765,false,0,0,0,0,0,0,0,0,0,0,full17-flat2-fc2f5d4
glm-5.3-flash,niffler,t11-asyncbugs,pass,43.5,43.2,1,24840,2849,679,21312,0,0.000000,6,11,2762,false,0,0,0,0,0,0,0,0,0,0,full17-flat2-fc2f5d4
glm-5.3-flash,niffler,t12-refactor,pass,27.5,27,1,17795,3477,366,13952,0,0.000000,2,4,2765,false,0,0,0,0,0,0,0,0,0,0,full17-flat2-fc2f5d4
glm-5.3-flash,niffler,t13-batchrename,pass,30.1,29.6,1,15967,954,165,14848,0,0.000000,27,27,2782,false,0,0,0,0,0,0,0,0,0,0,full17-flat2-fc2f5d4
glm-5.3-flash,niffler,t14-todosweep,pass,24.8,24.7,1,10588,2337,123,8128,0,0.000000,18,0,2775,false,0,0,0,0,0,0,0,0,0,0,full17-flat2-fc2f5d4
glm-5.3-flash,niffler,t15-pollstats,pass,16.3,15.9,1,12764,1502,190,11072,0,0.000000,13,0,2787,false,0,0,0,0,0,0,0,0,0,0,full17-flat2-fc2f5d4
glm-5.3-flash,niffler,t16-apisum,pass,17.5,16.2,1,13992,4771,197,9024,0,0.000000,12,0,2789,false,0,0,0,0,0,0,0,0,0,0,full17-flat2-fc2f5d4
glm-5.3-flash,niffler,t17-doccheck,pass,22.4,22.3,1,18278,5465,397,12416,0,0.000000,27,0,2867,false,0,0,0,0,0,0,0,0,0,0,full17-flat2-fc2f5d4
glm-5.3-flash,niffler-expert,t01-roman,pass,22,21.6,1,25365,4460,361,20544,0,0.000000,13,4,2793,true,2,1,0,0,0,0,1,12900,12160,137,full17-flat2-fc2f5d4
glm-5.3-flash,niffler-expert,t02-jsonrepair,pass,55.3,55.2,1,42474,5315,1639,35520,0,0.000000,82,10,2835,true,2,2,0,0,0,0,0,12896,12032,80,full17-flat2-fc2f5d4
glm-5.3-flash,niffler-expert,t03-ringbuffer,pass,38.8,37.8,1,31144,2671,953,27520,0,0.000000,13,4,2809,true,2,2,0,0,0,0,0,12667,12032,133,full17-flat2-fc2f5d4
glm-5.3-flash,niffler-expert,t04-csvbugfix,pass,25.4,25.3,1,26858,4715,319,21824,0,0.000000,3,3,2766,true,2,1,0,0,0,0,1,12929,12032,114,full17-flat2-fc2f5d4
glm-5.3-flash,niffler-expert,t05-todostore,pass,26.7,26.5,1,26271,2929,494,22848,0,0.000000,18,4,2751,true,2,2,0,0,0,0,0,12688,12160,86,full17-flat2-fc2f5d4
glm-5.3-flash,niffler-expert,t06-stackvm,pass,180.9,180.3,1,177594,17802,6064,153728,0,0.000000,158,52,2792,false,2,1,1,1,0,0,0,12921,12160,198,full17-flat2-fc2f5d4
glm-5.3-flash,niffler-expert,t07-validate,pass,92.3,92.2,1,36311,13646,585,22080,0,0.000000,14,12,2762,true,2,2,0,0,0,0,0,12913,8896,88,full17-flat2-fc2f5d4
glm-5.3-flash,niffler-expert,t08-logsum,pass,62.9,62.4,1,63537,14101,1180,48256,0,0.000000,51,2,2758,true,2,1,1,1,0,0,0,12869,6144,138,full17-flat2-fc2f5d4
glm-5.3-flash,niffler-expert,t09-poolrace,pass,24.1,22.5,1,19614,7240,534,11840,0,0.000000,4,1,2777,true,1,0,1,1,0,0,0,6197,0,160,full17-flat2-fc2f5d4
glm-5.3-flash,niffler-expert,t10-iniparse,pass,71.6,68.8,1,46578,12283,759,33536,0,0.000000,8,8,2765,true,2,1,1,1,0,0,0,12594,6016,253,full17-flat2-fc2f5d4
glm-5.3-flash,niffler-expert,t11-asyncbugs,pass,50.7,50.4,1,44142,7525,649,35968,0,0.000000,6,4,2762,true,2,2,0,0,0,0,0,12595,12160,67,full17-flat2-fc2f5d4
glm-5.3-flash,niffler-expert,t12-refactor,pass,18.5,18.1,1,27222,9308,378,17536,0,0.000000,2,4,2765,true,2,2,0,0,0,0,0,12727,6016,51,full17-flat2-fc2f5d4
glm-5.3-flash,niffler-expert,t13-batchrename,pass,9.6,9.2,1,14975,465,110,14400,0,0.000000,27,27,2782,true,1,1,0,0,0,0,0,6187,6016,28,full17-flat2-fc2f5d4
glm-5.3-flash,niffler-expert,t14-todosweep,pass,14.4,14.3,1,20188,1634,250,18304,0,0.000000,18,0,2775,true,1,0,0,0,0,0,1,6190,6016,93,full17-flat2-fc2f5d4
glm-5.3-flash,niffler-expert,t15-pollstats,pass,15.2,14.8,1,16411,2011,256,14144,0,0.000000,1,0,2787,true,1,1,0,0,0,0,0,6206,6016,13,full17-flat2-fc2f5d4
glm-5.3-flash,niffler-expert,t16-apisum,pass,21.4,20.2,1,25198,1433,277,23488,0,0.000000,7,0,2789,true,2,2,0,0,0,0,0,12776,12032,119,full17-flat2-fc2f5d4
glm-5.3-flash,niffler-expert,t17-doccheck,pass,131.9,131.8,1,129726,16792,3110,109824,0,0.000000,36,0,2867,true,1,0,1,1,0,0,0,6216,6016,148,full17-flat2-fc2f5d4
glm-5.3-flash,opencode,t01-roman,pass,42.5,42.3,1,84387,17154,417,66816,0,0.004005,13,1,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,opencode,t02-jsonrepair,pass,327,326.9,1,209453,66524,1745,141184,0,0.015734,128,1,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,opencode,t03-ringbuffer,pass,66.3,65.5,1,103434,18263,755,84416,0,0.004807,14,4,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,opencode,t04-csvbugfix,pass,59.8,59.7,1,84389,64316,297,19776,0,0.008988,3,3,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
