model,harness,task,verdict,totalTimeS,agentTimeS,rounds,tokTotal,tokIn,tokOut,cacheRead,cacheWrite,costUSD,insertions,deletions,firstPromptTokens,expertActive,expertJudgments,expertSilences,expertSteers,expertAccepted,expertRejected,expertStaleDrops,expertErrors,expertPromptTokens,expertCachedTokens,expertCompletionTokens
glm-5.3-flash,opencode,sympy__sympy-13551,pass,1354.9,1287.6,1,1156102,116195,3811,1036096,0,0.060209,5,1,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,sympy__sympy-11618,pass,98.5,58.6,1,38336,18299,1605,18432,0,0.000000,7,2,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,sympy__sympy-12096,pass,65.4,25.2,1,17410,12755,495,4160,0,0.000000,1,1,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,sympy__sympy-12419,fail,1896.8,50.9,1,1291260,96891,30849,1163520,0,0.000000,17,4,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,sympy__sympy-12481,pass,80.9,41.1,1,24474,14517,1253,8704,0,0.000000,3,5,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,sympy__sympy-12489,fail,170.9,121,1,58424,32260,4852,21312,0,0.000000,22,22,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,sympy__sympy-13031,fail,292.2,292.1,1,306460,47063,7301,252096,0,0.000000,0,0,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,sympy__sympy-13091,fail,78.7,37.8,1,27163,14580,1319,11264,0,0.000000,3,1,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,sympy__sympy-13372,pass,110.3,41.5,1,30090,14499,1127,14464,0,0.000000,4,0,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,sympy__sympy-13480,pass,80,26.7,1,19698,3761,833,15104,0,0.000000,1,1,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,sympy__sympy-13551,fail,567.2,499.9,1,169272,36333,20043,112896,0,0.000000,17,12,,false,0,0,0,0,0,0,0,0,0,0
